ID,steps_to_reproduce_file,language,tool,tool_link,project,project_link,project_default_branch,project_sha,can_run_locally,has_nondeterminism,steps_to_reproduce,remarks
364,hyper-fine_uutils_coreutils.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,uutils/coreutils,https://github.com/uutils/coreutils,main,d6399f3a8176972b0fc1f91b425bf1fb4849cfbf,,,,
365,hyper-fine_rust-lang_mdBook.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rust-lang/mdBook,https://github.com/rust-lang/mdBook,master,c671c2e90486b6ec72921a5043dac1c1c5565f76,,,,
366,hyper-fine_diem_diem.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,diem/diem,https://github.com/diem/diem,latest,fc4714a8ea273b6efe8b13dbce72ea60aad9a16c,,,,
367,hyper-fine_Rigellute_spotify-tui.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,Rigellute/spotify-tui,https://github.com/Rigellute/spotify-tui,master,c4dcf6b9fd8318017acbdd7ec005955e26cf2794,,,,
368,hyper-fine_tree-sitter_tree-sitter.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,tree-sitter/tree-sitter,https://github.com/tree-sitter/tree-sitter,master,946acfd70fbbd5c1d2190f8b288cf804c955894e,,,,
369,hyper-fine_vectordotdev_vector.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,vectordotdev/vector,https://github.com/vectordotdev/vector,master,056c2df60a7f776eca2fad6a4686deee35f9b340,,,,
370,hyper-fine_tokio-rs_axum.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,tokio-rs/axum,https://github.com/tokio-rs/axum,main,5201798d4e4d4759c208ef83e30ce85820c07baa,,,,
371,hyper-fine_Schniz_fnm.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,Schniz/fnm,https://github.com/Schniz/fnm,master,a5a497b7e2c4cc615fedf366f9eeab4e322443ed,,,,
372,hyper-fine_slint-ui_slint.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,slint-ui/slint,https://github.com/slint-ui/slint,master,72ada5950dfd3c338db2f6cf4ce2a5c7350cfacc,,,,
373,hyper-fine_gleam-lang_gleam.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,gleam-lang/gleam,https://github.com/gleam-lang/gleam,main,f81f4066a237409a3d4774b6e193457613e9dc58,,,,
374,hyper-fine_leptos-rs_leptos.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,leptos-rs/leptos,https://github.com/leptos-rs/leptos,main,9353316947a6350b9fc54885e6681b8df4b0a616,,,,
375,hyper-fine_tikv_tikv.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,tikv/tikv,https://github.com/tikv/tikv,master,72a0fd5b00235a7c56014b77ddd933e2a0d33c88,,,,
376,hyper-fine_ruffle-rs_ruffle.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,ruffle-rs/ruffle,https://github.com/ruffle-rs/ruffle,master,cca6c13710834fffededab150101be617340aa55,,,,
377,hyper-fine_bytecodealliance_wasmtime.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,bytecodealliance/wasmtime,https://github.com/bytecodealliance/wasmtime,main,662c35c07912e7a0644282ffdf61d7ac63ed82c3,,,,
378,hyper-fine_denisidoro_navi.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,denisidoro/navi,https://github.com/denisidoro/navi,master,d713d501a0958e365cff2cebc444385cd549fce1,,,,
379,hyper-fine_rust-lang_book.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rust-lang/book,https://github.com/rust-lang/book,main,bebcf527e67755a989a1739b7cfaa8f0e6b30040,,,,
380,hyper-fine_0x192_universal-android-debloater.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,0x192/universal-android-debloater,https://github.com/0x192/universal-android-debloater,main,11f27c671cba278d71296cdef4c5a5dba06add5e,,,,
381,hyper-fine_fathyb_carbonyl.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,fathyb/carbonyl,https://github.com/fathyb/carbonyl,main,ab80a276b1bd1c2c8dcefc8f248415dfc61dc2bf,,,,
382,hyper-fine_hyperium_hyper.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,hyperium/hyper,https://github.com/hyperium/hyper,master,721785efad8537513e48d900a85c05ce79483018,,,,
383,hyper-fine_GyulyVGC_sniffnet.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,main,461486f4d7d347b2c36197e6105fcc629c413912,,,,
384,hyper-fine_wez_wezterm.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,wez/wezterm,https://github.com/wez/wezterm,main,0184e88e97b6521df613df4ccdb2e896ce8b0ad0,,,,
385,hyper-fine_rust-lang_rust-analyzer.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rust-lang/rust-analyzer,https://github.com/rust-lang/rust-analyzer,master,49e502b277a8126a9ad10c802d1aaa3ef1a280ef,,,,
386,hyper-fine_huggingface_candle.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,huggingface/candle,https://github.com/huggingface/candle,main,fa06f5f5f9a05c8d0c246e761e94a73680c510a6,,,,
387,hyper-fine_clap-rs_clap.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,clap-rs/clap,https://github.com/clap-rs/clap,master,43efde98ecc7585cb29079c910b4e5eecd82eef8,,,,
388,hyper-fine_asciinema_asciinema.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,asciinema/asciinema,https://github.com/asciinema/asciinema,develop,0f2d55d2933c039ec7829a659a1d0076c546f126,,,,
389,hyper-fine_kitao_pyxel.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,kitao/pyxel,https://github.com/kitao/pyxel,main,6d4c25b4c41dbf720b7154d8bcab28e4bbecd413,,,,
390,hyper-fine_rust-embedded_rust-raspberrypi-OS-tutorials.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rust-embedded/rust-raspberrypi-OS-tutorials,https://github.com/rust-embedded/rust-raspberrypi-OS-tutorials,master,644474cc09f755249f9c55d99a5d1e07a2562fc7,,,,
391,hyper-fine_analysis-tools-dev_static-analysis.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,analysis-tools-dev/static-analysis,https://github.com/analysis-tools-dev/static-analysis,master,ffe20038a4409be9012058fb5ce3904dc2f7f95c,,,,
392,hyper-fine_LemmyNet_lemmy.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,LemmyNet/lemmy,https://github.com/LemmyNet/lemmy,main,ad60d91f5c5ebabf826fe5b7607c3f632a74d01e,,,,
393,hyper-fine_getzola_zola.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,getzola/zola,https://github.com/getzola/zola,master,55e1844c1d6ba3d8a513b4184000e53d9e2f23d9,,,,
394,hyper-fine_lsd-rs_lsd.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,lsd-rs/lsd,https://github.com/lsd-rs/lsd,master,418dd06836bb32f2c0618e165ee400711e0469b2,,,,
395,hyper-fine_neondatabase_neon.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,neondatabase/neon,https://github.com/neondatabase/neon,main,50a45e67dc295f01c32a397a1951205666406b3f,,,,
396,hyper-fine_RustScan_RustScan.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,RustScan/RustScan,https://github.com/RustScan/RustScan,master,2340f94a81252d7e924751a60cb3894c1fb1f869,,,,
397,hyper-fine_solana-labs_solana.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,solana-labs/solana,https://github.com/solana-labs/solana,master,27eff8408b7223bb3c4ab70523f8a8dca3ca6645,,,,
398,hyper-fine_rust-lang_cargo.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,rust-lang/cargo,https://github.com/rust-lang/cargo,master,a1f8e450b373c111c10330bd33c833928ef575f8,,,,
399,hyper-fine_diesel-rs_diesel.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,diesel-rs/diesel,https://github.com/diesel-rs/diesel,master,1eb97f9dfdfdb766fa094ed84993e9f5c792bf60,,,,
400,hyper-fine_neovide_neovide.md,Rust,hyper-fine,https://github.com/sharkdp/hyperfine,neovide/neovide,https://github.com/neovide/neovide,main,5efb713ded6435c7384ab5ba395903a3b491d2fa,,,,
401,Ioom_rust-lang_rust.md,Rust,Ioom,https://github.com/tokio-rs/loom,rust-lang/rust,https://github.com/rust-lang/rust,master,20aa2d81e36036073a9acf418c7d413cb4b22fa6,,,,
402,Ioom_denoland_deno.md,Rust,Ioom,https://github.com/tokio-rs/loom,denoland/deno,https://github.com/denoland/deno,main,641356bb16381ad7af939db60b4e2be8ec7a262d,,,,
403,Ioom_tauri-apps_tauri.md,Rust,Ioom,https://github.com/tokio-rs/loom,tauri-apps/tauri,https://github.com/tauri-apps/tauri,dev,b0421cbb21a2598aa4a396fa3eb714e1b699c2e1,,,,
404,Ioom_rustdesk_rustdesk.md,Rust,Ioom,https://github.com/tokio-rs/loom,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,master,34c7c259085a50c93f7653782de6297ee41c2355,,,,
405,Ioom_FuelLabs_sway.md,Rust,Ioom,https://github.com/tokio-rs/loom,FuelLabs/sway,https://github.com/FuelLabs/sway,master,daee1c247c86038bf9a3faefbca80d0aca4ebf0e,,,,
406,Ioom_FuelLabs_fuel-core.md,Rust,Ioom,https://github.com/tokio-rs/loom,FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,master,9fddeccb4d112c148f6793bc3d21131a13778a25,,,,
407,Ioom_alacritty_alacritty.md,Rust,Ioom,https://github.com/tokio-rs/loom,alacritty/alacritty,https://github.com/alacritty/alacritty,master,ce800bfde2a2121a830c2b0854749875b3aebf79,,,,
408,Ioom_rust-lang_rustlings.md,Rust,Ioom,https://github.com/tokio-rs/loom,rust-lang/rustlings,https://github.com/rust-lang/rustlings,main,71053101c32d0fd374f8e122880b3d682519bac6,,,,
409,Ioom_lencx_ChatGPT.md,Rust,Ioom,https://github.com/tokio-rs/loom,lencx/ChatGPT,https://github.com/lencx/ChatGPT,main,fe4f231d48486937c6f7911b7f70f6f469b6ba1d,,,,
410,Ioom_sharkdp_bat.md,Rust,Ioom,https://github.com/tokio-rs/loom,sharkdp/bat,https://github.com/sharkdp/bat,master,bb4d1cbd2ef757e0b8cf59669c3145d2538e65e3,,,,
411,Ioom_BurntSushi_ripgrep.md,Rust,Ioom,https://github.com/tokio-rs/loom,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,master,bb8601b2bafb5e68181cbbb84e6ffa4f7a72bf16,,,,
412,Ioom_FuelLabs_fuels-rs.md,Rust,Ioom,https://github.com/tokio-rs/loom,FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,master,895264c323ad8c85c55fed7c4f2f578a988da432,,,,
413,Ioom_meilisearch_meilisearch.md,Rust,Ioom,https://github.com/tokio-rs/loom,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,main,248e22005ac827ee4654eedaaff904d12fd308e4,,,,
414,Ioom_rust-unofficial_awesome-rust.md,Rust,Ioom,https://github.com/tokio-rs/loom,rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,main,be98998d8a985f7533e2dbddfcb23eac93266861,,,,
415,Ioom_starship_starship.md,Rust,Ioom,https://github.com/tokio-rs/loom,starship/starship,https://github.com/starship/starship,master,d0f542a6d7dae0decb6050fa5a539f994ea27535,,,,
416,Ioom_dani-garcia_vaultwarden.md,Rust,Ioom,https://github.com/tokio-rs/loom,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,main,0fe93edea6cb8d4b30416a6d319164f8828ad8b7,,,,
417,Ioom_lapce_lapce.md,Rust,Ioom,https://github.com/tokio-rs/loom,lapce/lapce,https://github.com/lapce/lapce,master,43bdb124e3e5a5b1ba416d510b58e7d8af3fb766,,,,
418,Ioom_zed-industries_zed.md,Rust,Ioom,https://github.com/tokio-rs/loom,zed-industries/zed,https://github.com/zed-industries/zed,main,1d4814e5b669265ec103798db5f32d957853c39d,,,,
419,Ioom_bevyengine_bevy.md,Rust,Ioom,https://github.com/tokio-rs/loom,bevyengine/bevy,https://github.com/bevyengine/bevy,main,dac66e83b2b8c2fb88a9fc272a78857d8a048668,,,,
420,Ioom_sharkdp_fd.md,Rust,Ioom,https://github.com/tokio-rs/loom,sharkdp/fd,https://github.com/sharkdp/fd,master,9279b1f0af0a88736cd28cff74d86afec72841d7,,,,
421,Ioom_helix-editor_helix.md,Rust,Ioom,https://github.com/tokio-rs/loom,helix-editor/helix,https://github.com/helix-editor/helix,master,752ed8eb15b7366ef0c9e835b261189141e38630,,,,
422,Ioom_swc-project_swc.md,Rust,Ioom,https://github.com/tokio-rs/loom,swc-project/swc,https://github.com/swc-project/swc,main,9ec9459b16973ca662257730077755bb520342b2,,,,
423,Ioom_nushell_nushell.md,Rust,Ioom,https://github.com/tokio-rs/loom,nushell/nushell,https://github.com/nushell/nushell,main,38bf3f6e1b9d3b53d4d37b47396d4dad17d6d0a1,,,,
424,Ioom_typst_typst.md,Rust,Ioom,https://github.com/tokio-rs/loom,typst/typst,https://github.com/typst/typst,main,2c678e82280d4033a86a3378e7a73f0b033548b7,,,,
425,Ioom_influxdata_influxdb.md,Rust,Ioom,https://github.com/tokio-rs/loom,influxdata/influxdb,https://github.com/influxdata/influxdb,main,43368981c7eeaae0ed96b72a34a07278d8c8bc77,,,,
426,Ioom_astral-sh_ruff.md,Rust,Ioom,https://github.com/tokio-rs/loom,astral-sh/ruff,https://github.com/astral-sh/ruff,main,414990c02267f530d6119c698aafca0401455b24,,,,
427,Ioom_pola-rs_polars.md,Rust,Ioom,https://github.com/tokio-rs/loom,pola-rs/polars,https://github.com/pola-rs/polars,main,c9e786b68ff1ef8dcfe72abd6f6ed293d542141d,,,,
428,Ioom_google_comprehensive-rust.md,Rust,Ioom,https://github.com/tokio-rs/loom,google/comprehensive-rust,https://github.com/google/comprehensive-rust,main,48325a08feb9428934f5f308dac12ec818328567,,,,
429,Ioom_surrealdb_surrealdb.md,Rust,Ioom,https://github.com/tokio-rs/loom,surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,main,b9f02d146da2222e14c22264283297ff678a59e2,,,,
430,Ioom_vercel_turbo.md,Rust,Ioom,https://github.com/tokio-rs/loom,vercel/turbo,https://github.com/vercel/turbo,main,b70ba3672f5606463c5d19720f6a2d800408cf5d,,,,
431,Ioom_tokio-rs_tokio.md,Rust,Ioom,https://github.com/tokio-rs/loom,tokio-rs/tokio,https://github.com/tokio-rs/tokio,master,d33fdd86a3de75500fe554d6547cf5ad43e006bf,,,,
432,Ioom_fish-shell_fish-shell.md,Rust,Ioom,https://github.com/tokio-rs/loom,fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,master,5871deeee5504693d4fafaef578a06afb98d458d,,,,
433,Ioom_firecracker-microvm_firecracker.md,Rust,Ioom,https://github.com/tokio-rs/loom,firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,main,81e8b68f7471bf2398f47920d7a74b849ef8a754,,,,
434,Ioom_rome_tools.md,Rust,Ioom,https://github.com/tokio-rs/loom,rome/tools,https://github.com/rome/tools,main,392d188a49d70e495f13b1bb08cd7d9c43690f9b,,,,
435,Ioom_rwf2_Rocket.md,Rust,Ioom,https://github.com/tokio-rs/loom,rwf2/Rocket,https://github.com/rwf2/Rocket,master,e6aaea072c60e757807774bb487e44a92539d067,,,,
436,Ioom_ogham_exa.md,Rust,Ioom,https://github.com/tokio-rs/loom,ogham/exa,https://github.com/ogham/exa,master,753150d3747e5ff1c9474bb3c2dd405fe55bb863,,,,
437,Ioom_sunface_rust-course.md,Rust,Ioom,https://github.com/tokio-rs/loom,sunface/rust-course,https://github.com/sunface/rust-course,main,fc3529f5df30d9c4cc2f87c36a25d965c256dcb9,,,,
438,Ioom_tw93_Pake.md,Rust,Ioom,https://github.com/tokio-rs/loom,tw93/Pake,https://github.com/tw93/Pake,master,ae3a8cec28d29764ba3c70a440650b0fc6ed65c1,,,,
439,Ioom_iced-rs_iced.md,Rust,Ioom,https://github.com/tokio-rs/loom,iced-rs/iced,https://github.com/iced-rs/iced,master,24501fd73b5ae884367a2d112ff44625058b876b,,,,
440,Ioom_dandavison_delta.md,Rust,Ioom,https://github.com/tokio-rs/loom,dandavison/delta,https://github.com/dandavison/delta,main,3c6c50e4f5a515f17240a8205e2e6941809dcdff,,,,
441,Ioom_actix_actix-web.md,Rust,Ioom,https://github.com/tokio-rs/loom,actix/actix-web,https://github.com/actix/actix-web,master,ba7fd048b601e32039ba13d95271f110980ff434,,,,
442,Ioom_TheAlgorithms_Rust.md,Rust,Ioom,https://github.com/tokio-rs/loom,TheAlgorithms/Rust,https://github.com/TheAlgorithms/Rust,master,20c92d7a95236bbeee8bdd6b4c5af5c08be77e25,,,,
443,Ioom_sharkdp_hyperfine.md,Rust,Ioom,https://github.com/tokio-rs/loom,sharkdp/hyperfine,https://github.com/sharkdp/hyperfine,master,e8ff88dad130d4b4bc2362be92aa8dfedc35074a,,,,
444,Ioom_emilk_egui.md,Rust,Ioom,https://github.com/tokio-rs/loom,emilk/egui,https://github.com/emilk/egui,master,c9b24d5a5ca316fd0a8b330ee071dad2e6eab2dc,,,,
445,Ioom_xi-editor_xi-editor.md,Rust,Ioom,https://github.com/tokio-rs/loom,xi-editor/xi-editor,https://github.com/xi-editor/xi-editor,master,a2dea3059312795c77caadc639df49bf8a7008eb,,,,
446,Ioom_Wilfred_difftastic.md,Rust,Ioom,https://github.com/tokio-rs/loom,Wilfred/difftastic,https://github.com/Wilfred/difftastic,master,e23b9fc224399087384fec5e39a6f5afbb876180,,,,
447,Ioom_cloudflare_pingora.md,Rust,Ioom,https://github.com/tokio-rs/loom,cloudflare/pingora,https://github.com/cloudflare/pingora,main,2501d4adb038d93613c0edbd7c1e3b3de9b415b1,,,,
448,Ioom_valeriansaliou_sonic.md,Rust,Ioom,https://github.com/tokio-rs/loom,valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,master,2a5293c5416db80a68632d18c5416a50a0a8c70f,,,,
449,Ioom_copy_v86.md,Rust,Ioom,https://github.com/tokio-rs/loom,copy/v86,https://github.com/copy/v86,master,c69cbd7854d7cbda08679c389973aa87c9fb37bd,,,,
450,Ioom_ajeetdsouza_zoxide.md,Rust,Ioom,https://github.com/tokio-rs/loom,ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,main,5d8a7ea7b2f41b8cb9eeed05ae3ff56209a3882b,,,,
451,Ioom_DioxusLabs_dioxus.md,Rust,Ioom,https://github.com/tokio-rs/loom,DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,main,74352f2f615c1be2081c9255860d9127feee92d4,,,,
452,Ioom_facebook_relay.md,Rust,Ioom,https://github.com/tokio-rs/loom,facebook/relay,https://github.com/facebook/relay,main,89fe7bc14cf3049c06fbf82f70ade5272d40e17b,,,,
453,Ioom_qdrant_qdrant.md,Rust,Ioom,https://github.com/tokio-rs/loom,qdrant/qdrant,https://github.com/qdrant/qdrant,master,b99d507496a40b0895fff76eb2fa7a5cfdb701a9,,,,
454,Ioom_wasmerio_wasmer.md,Rust,Ioom,https://github.com/tokio-rs/loom,wasmerio/wasmer,https://github.com/wasmerio/wasmer,main,9d127f9747d9bb0114421890ce60cb08a681159f,,,,
455,Ioom_atuinsh_atuin.md,Rust,Ioom,https://github.com/tokio-rs/loom,atuinsh/atuin,https://github.com/atuinsh/atuin,main,d1ce01679b22b99321fe7407e8ee35de8cf99bd5,,,,
456,Ioom_zellij-org_zellij.md,Rust,Ioom,https://github.com/tokio-rs/loom,zellij-org/zellij,https://github.com/zellij-org/zellij,main,1fda2e2c7399f22abed8dd5dd72fe6c367f075d2,,,,
457,Ioom_RustPython_RustPython.md,Rust,Ioom,https://github.com/tokio-rs/loom,RustPython/RustPython,https://github.com/RustPython/RustPython,main,c3ccb5b7bf584156cdb22f94c63d4e4c07c59f63,,,,
458,Ioom_qarmin_czkawka.md,Rust,Ioom,https://github.com/tokio-rs/loom,qarmin/czkawka,https://github.com/qarmin/czkawka,master,2a32a52aa882f6ff52ba4d3e24a666dc2a86cf9b,,,,
459,Ioom_casey_just.md,Rust,Ioom,https://github.com/tokio-rs/loom,casey/just,https://github.com/casey/just,master,c237c0097b50f669f5607a15feafcf1fd6ce40c1,,,,
460,Ioom_TabbyML_tabby.md,Rust,Ioom,https://github.com/tokio-rs/loom,TabbyML/tabby,https://github.com/TabbyML/tabby,main,f1a8e72ae7755b1bf63d982f1ad0f9f0e6e03b45,,,,
461,Ioom_ankitects_anki.md,Rust,Ioom,https://github.com/tokio-rs/loom,ankitects/anki,https://github.com/ankitects/anki,main,22ecab1a0e1653bb350c8a497a2299eb0aaace01,,,,
462,Ioom_cube-js_cube.md,Rust,Ioom,https://github.com/tokio-rs/loom,cube-js/cube,https://github.com/cube-js/cube,master,a24d69bd1db5da3b2773ad2f1a512cd72192c031,,,,
463,Ioom_extrawurst_gitui.md,Rust,Ioom,https://github.com/tokio-rs/loom,extrawurst/gitui,https://github.com/extrawurst/gitui,master,c57543b4f884af31146eeee8a90e29ec69b6ef5e,,,,
464,Ioom_uutils_coreutils.md,Rust,Ioom,https://github.com/tokio-rs/loom,uutils/coreutils,https://github.com/uutils/coreutils,main,d6399f3a8176972b0fc1f91b425bf1fb4849cfbf,,,,
465,Ioom_rust-lang_mdBook.md,Rust,Ioom,https://github.com/tokio-rs/loom,rust-lang/mdBook,https://github.com/rust-lang/mdBook,master,c671c2e90486b6ec72921a5043dac1c1c5565f76,,,,
466,Ioom_diem_diem.md,Rust,Ioom,https://github.com/tokio-rs/loom,diem/diem,https://github.com/diem/diem,latest,fc4714a8ea273b6efe8b13dbce72ea60aad9a16c,,,,
467,Ioom_Rigellute_spotify-tui.md,Rust,Ioom,https://github.com/tokio-rs/loom,Rigellute/spotify-tui,https://github.com/Rigellute/spotify-tui,master,c4dcf6b9fd8318017acbdd7ec005955e26cf2794,,,,
468,Ioom_tree-sitter_tree-sitter.md,Rust,Ioom,https://github.com/tokio-rs/loom,tree-sitter/tree-sitter,https://github.com/tree-sitter/tree-sitter,master,946acfd70fbbd5c1d2190f8b288cf804c955894e,,,,
469,Ioom_vectordotdev_vector.md,Rust,Ioom,https://github.com/tokio-rs/loom,vectordotdev/vector,https://github.com/vectordotdev/vector,master,056c2df60a7f776eca2fad6a4686deee35f9b340,,,,
470,Ioom_tokio-rs_axum.md,Rust,Ioom,https://github.com/tokio-rs/loom,tokio-rs/axum,https://github.com/tokio-rs/axum,main,5201798d4e4d4759c208ef83e30ce85820c07baa,,,,
471,Ioom_Schniz_fnm.md,Rust,Ioom,https://github.com/tokio-rs/loom,Schniz/fnm,https://github.com/Schniz/fnm,master,a5a497b7e2c4cc615fedf366f9eeab4e322443ed,,,,
472,Ioom_slint-ui_slint.md,Rust,Ioom,https://github.com/tokio-rs/loom,slint-ui/slint,https://github.com/slint-ui/slint,master,72ada5950dfd3c338db2f6cf4ce2a5c7350cfacc,,,,
473,Ioom_gleam-lang_gleam.md,Rust,Ioom,https://github.com/tokio-rs/loom,gleam-lang/gleam,https://github.com/gleam-lang/gleam,main,f81f4066a237409a3d4774b6e193457613e9dc58,,,,
474,Ioom_leptos-rs_leptos.md,Rust,Ioom,https://github.com/tokio-rs/loom,leptos-rs/leptos,https://github.com/leptos-rs/leptos,main,9353316947a6350b9fc54885e6681b8df4b0a616,,,,
475,Ioom_tikv_tikv.md,Rust,Ioom,https://github.com/tokio-rs/loom,tikv/tikv,https://github.com/tikv/tikv,master,72a0fd5b00235a7c56014b77ddd933e2a0d33c88,,,,
476,Ioom_ruffle-rs_ruffle.md,Rust,Ioom,https://github.com/tokio-rs/loom,ruffle-rs/ruffle,https://github.com/ruffle-rs/ruffle,master,cca6c13710834fffededab150101be617340aa55,,,,
477,Ioom_bytecodealliance_wasmtime.md,Rust,Ioom,https://github.com/tokio-rs/loom,bytecodealliance/wasmtime,https://github.com/bytecodealliance/wasmtime,main,662c35c07912e7a0644282ffdf61d7ac63ed82c3,,,,
478,Ioom_denisidoro_navi.md,Rust,Ioom,https://github.com/tokio-rs/loom,denisidoro/navi,https://github.com/denisidoro/navi,master,d713d501a0958e365cff2cebc444385cd549fce1,,,,
479,Ioom_rust-lang_book.md,Rust,Ioom,https://github.com/tokio-rs/loom,rust-lang/book,https://github.com/rust-lang/book,main,bebcf527e67755a989a1739b7cfaa8f0e6b30040,,,,
480,Ioom_0x192_universal-android-debloater.md,Rust,Ioom,https://github.com/tokio-rs/loom,0x192/universal-android-debloater,https://github.com/0x192/universal-android-debloater,main,11f27c671cba278d71296cdef4c5a5dba06add5e,,,,
481,Ioom_fathyb_carbonyl.md,Rust,Ioom,https://github.com/tokio-rs/loom,fathyb/carbonyl,https://github.com/fathyb/carbonyl,main,ab80a276b1bd1c2c8dcefc8f248415dfc61dc2bf,,,,
482,Ioom_hyperium_hyper.md,Rust,Ioom,https://github.com/tokio-rs/loom,hyperium/hyper,https://github.com/hyperium/hyper,master,721785efad8537513e48d900a85c05ce79483018,,,,
483,Ioom_GyulyVGC_sniffnet.md,Rust,Ioom,https://github.com/tokio-rs/loom,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,main,461486f4d7d347b2c36197e6105fcc629c413912,,,,
484,Ioom_wez_wezterm.md,Rust,Ioom,https://github.com/tokio-rs/loom,wez/wezterm,https://github.com/wez/wezterm,main,0184e88e97b6521df613df4ccdb2e896ce8b0ad0,,,,
485,Ioom_rust-lang_rust-analyzer.md,Rust,Ioom,https://github.com/tokio-rs/loom,rust-lang/rust-analyzer,https://github.com/rust-lang/rust-analyzer,master,49e502b277a8126a9ad10c802d1aaa3ef1a280ef,,,,
486,Ioom_huggingface_candle.md,Rust,Ioom,https://github.com/tokio-rs/loom,huggingface/candle,https://github.com/huggingface/candle,main,fa06f5f5f9a05c8d0c246e761e94a73680c510a6,,,,
487,Ioom_clap-rs_clap.md,Rust,Ioom,https://github.com/tokio-rs/loom,clap-rs/clap,https://github.com/clap-rs/clap,master,43efde98ecc7585cb29079c910b4e5eecd82eef8,,,,
488,Ioom_asciinema_asciinema.md,Rust,Ioom,https://github.com/tokio-rs/loom,asciinema/asciinema,https://github.com/asciinema/asciinema,develop,0f2d55d2933c039ec7829a659a1d0076c546f126,,,,
489,Ioom_kitao_pyxel.md,Rust,Ioom,https://github.com/tokio-rs/loom,kitao/pyxel,https://github.com/kitao/pyxel,main,6d4c25b4c41dbf720b7154d8bcab28e4bbecd413,,,,
490,Ioom_rust-embedded_rust-raspberrypi-OS-tutorials.md,Rust,Ioom,https://github.com/tokio-rs/loom,rust-embedded/rust-raspberrypi-OS-tutorials,https://github.com/rust-embedded/rust-raspberrypi-OS-tutorials,master,644474cc09f755249f9c55d99a5d1e07a2562fc7,,,,
491,Ioom_analysis-tools-dev_static-analysis.md,Rust,Ioom,https://github.com/tokio-rs/loom,analysis-tools-dev/static-analysis,https://github.com/analysis-tools-dev/static-analysis,master,ffe20038a4409be9012058fb5ce3904dc2f7f95c,,,,
492,Ioom_LemmyNet_lemmy.md,Rust,Ioom,https://github.com/tokio-rs/loom,LemmyNet/lemmy,https://github.com/LemmyNet/lemmy,main,ad60d91f5c5ebabf826fe5b7607c3f632a74d01e,,,,
493,Ioom_getzola_zola.md,Rust,Ioom,https://github.com/tokio-rs/loom,getzola/zola,https://github.com/getzola/zola,master,55e1844c1d6ba3d8a513b4184000e53d9e2f23d9,,,,
